age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp_var_rate,cons_price_idx,cons_conf_idx,euribor3m,nr_employed,subscribed
2,blue-collar,married,basic.6y,no,no,yes,cellular,apr,fri,2.0,1.0,999.0,0.0,1,-1.8,93.075,-47.1,1.405,5099.1,0
2,blue-collar,married,basic.4y,no,yes,no,cellular,apr,fri,3.0,2.0,999.0,1.0,2,-1.8,93.075,-47.1,1.405,5099.1,0
2,blue-collar,married,basic.9y,no,no,no,cellular,apr,fri,2.0,1.0,999.0,0.0,1,-1.8,93.075,-47.1,1.405,5099.1,0
3,management,married,basic.6y,no,yes,no,cellular,apr,fri,5.0,2.0,999.0,0.0,1,-1.8,93.075,-47.1,1.405,5099.1,0
2,blue-collar,married,basic.6y,no,yes,no,cellular,apr,fri,4.0,1.0,999.0,1.0,2,-1.8,93.075,-47.1,1.405,5099.1,0
1,blue-collar,married,basic.9y,no,no,no,cellular,apr,fri,2.0,1.0,999.0,0.0,1,-1.8,93.075,-47.1,1.405,5099.1,0
2,blue-collar,married,basic.4y,no,yes,no,cellular,apr,fri,4.0,1.0,999.0,1.0,2,-1.8,93.075,-47.1,1.405,5099.1,0
1,management,single,university.degree,no,yes,no,cellular,apr,fri,5.0,1.0,999.0,0.0,1,-1.8,93.075,-47.1,1.405,5099.1,1
3,unemployed,married,basic.4y,unknown,yes,no,cellular,apr,fri,1.0,1.0,999.0,0.0,1,-1.8,93.075,-47.1,1.405,5099.1,0
1,blue-collar,married,basic.9y,no,no,no,cellular,apr,fri,4.0,1.0,999.0,0.0,1,-1.8,93.075,-47.1,1.405,5099.1,0
2,admin.,divorced,high.school,no,no,no,cellular,apr,fri,2.0,1.0,999.0,1.0,2,-1.8,93.075,-47.1,1.405,5099.1,0
2,admin.,married,university.degree,no,no,no,cellular,apr,fri,3.0,1.0,999.0,0.0,1,-1.8,93.075,-47.1,1.405,5099.1,0
2,blue-collar,married,basic.6y,no,no,no,cellular,apr,fri,1.0,3.0,999.0,1.0,2,-1.8,93.075,-47.1,1.405,5099.1,0
2,entrepreneur,married,university.degree,no,yes,no,cellular,apr,fri,4.0,2.0,999.0,0.0,1,-1.8,93.075,-47.1,1.405,5099.1,0
2,admin.,single,high.school,no,yes,no,cellular,apr,fri,4.0,1.0,999.0,0.0,1,-1.8,93.075,-47.1,1.405,5099.1,0
3,services,single,high.school,no,yes,no,cellular,apr,fri,3.0,2.0,999.0,1.0,2,-1.8,93.075,-47.1,1.405,5099.1,0
2,technician,single,high.school,no,no,no,cellular,apr,fri,5.0,1.0,999.0,0.0,1,-1.8,93.075,-47.1,1.405,5099.1,1
2,unemployed,married,basic.9y,unknown,yes,no,telephone,apr,fri,3.0,1.0,999.0,1.0,2,-1.8,93.075,-47.1,1.405,5099.1,0
3,services,married,basic.9y,unknown,yes,no,cellular,apr,fri,3.0,1.0,999.0,0.0,1,-1.8,93.075,-47.1,1.405,5099.1,0
2,self-employed,married,basic.9y,no,yes,no,cellular,apr,fri,3.0,1.0,999.0,1.0,2,-1.8,93.075,-47.1,1.405,5099.1,0
2,admin.,single,university.degree,no,yes,no,cellular,apr,fri,2.0,1.0,999.0,0.0,1,-1.8,93.075,-47.1,1.405,5099.1,0
2,blue-collar,married,professional.course,no,yes,no,cellular,apr,fri,4.0,1.0,999.0,0.0,1,-1.8,93.075,-47.1,1.405,5099.1,0
2,blue-collar,married,basic.9y,no,yes,no,cellular,apr,fri,2.0,1.0,999.0,1.0,2,-1.8,93.075,-47.1,1.405,5099.1,0
1,services,single,high.school,unknown,yes,no,cellular,apr,fri,4.0,1.0,999.0,0.0,1,-1.8,93.075,-47.1,1.405,5099.1,0
2,technician,single,university.degree,no,yes,no,cellular,apr,fri,4.0,1.0,999.0,1.0,2,-1.8,93.075,-47.1,1.405,5099.1,0
2,management,married,university.degree,no,yes,no,cellular,apr,fri,2.0,1.0,999.0,0.0,1,-1.8,93.075,-47.1,1.405,5099.1,0
2,technician,single,university.degree,no,yes,no,cellular,apr,fri,4.0,1.0,999.0,1.0,2,-1.8,93.075,-47.1,1.405,5099.1,0
2,management,married,university.degree,no,yes,no,cellular,apr,fri,3.0,1.0,999.0,0.0,1,-1.8,93.075,-47.1,1.405,5099.1,0
1,admin.,single,high.school,no,no,no,cellular,apr,fri,2.0,2.0,999.0,0.0,1,-1.8,93.075,-47.1,1.405,5099.1,0
2,management,married,university.degree,unknown,no,yes,cellular,apr,fri,1.0,1.0,999.0,1.0,2,-1.8,93.075,-47.1,1.405,5099.1,0
2,technician,married,professional.course,no,no,no,cellular,apr,fri,3.0,2.0,999.0,0.0,1,-1.8,93.075,-47.1,1.405,5099.1,0
2,blue-collar,divorced,basic.4y,no,yes,no,cellular,apr,fri,4.0,1.0,999.0,1.0,2,-1.8,93.075,-47.1,1.405,5099.1,0
2,blue-collar,married,basic.6y,no,no,no,cellular,apr,fri,3.0,1.0,999.0,2.0,2,-1.8,93.075,-47.1,1.405,5099.1,0
2,blue-collar,married,basic.9y,no,yes,no,cellular,apr,fri,4.0,1.0,999.0,0.0,1,-1.8,93.075,-47.1,1.405,5099.1,0
2,admin.,single,high.school,no,no,no,telephone,apr,fri,1.0,3.0,999.0,0.0,1,-1.8,93.075,-47.1,1.405,5099.1,0
2,technician,married,professional.course,no,yes,no,cellular,apr,fri,5.0,1.0,999.0,1.0,2,-1.8,93.075,-47.1,1.405,5099.1,1
2,blue-collar,married,basic.6y,no,no,no,cellular,apr,fri,4.0,1.0,999.0,0.0,1,-1.8,93.075,-47.1,1.405,5099.1,0
2,technician,divorced,professional.course,no,yes,no,cellular,apr,fri,2.0,1.0,999.0,0.0,1,-1.8,93.075,-47.1,1.405,5099.1,0
2,technician,divorced,professional.course,no,yes,no,cellular,apr,fri,2.0,1.0,999.0,1.0,2,-1.8,93.075,-47.1,1.405,5099.1,0
1,student,single,unknown,no,yes,no,cellular,apr,fri,4.0,3.0,999.0,0.0,1,-1.8,93.075,-47.1,1.405,5099.1,1
2,technician,divorced,professional.course,no,no,no,cellular,apr,fri,3.0,1.0,999.0,0.0,1,-1.8,93.075,-47.1,1.405,5099.1,0
2,admin.,married,basic.9y,no,yes,no,cellular,apr,fri,3.0,1.0,999.0,0.0,1,-1.8,93.075,-47.1,1.405,5099.1,0
2,admin.,married,high.school,no,yes,no,cellular,apr,fri,1.0,1.0,999.0,0.0,1,-1.8,93.075,-47.1,1.405,5099.1,0
2,technician,single,university.degree,no,yes,no,cellular,apr,fri,1.0,3.0,999.0,1.0,2,-1.8,93.075,-47.1,1.405,5099.1,0
1,entrepreneur,single,university.degree,no,yes,yes,cellular,apr,fri,3.0,1.0,999.0,1.0,2,-1.8,93.075,-47.1,1.405,5099.1,0
2,management,married,high.school,unknown,yes,no,cellular,apr,fri,2.0,1.0,999.0,0.0,1,-1.8,93.075,-47.1,1.405,5099.1,0
3,management,married,university.degree,no,yes,no,cellular,apr,fri,2.0,2.0,999.0,0.0,1,-1.8,93.075,-47.1,1.405,5099.1,0
2,blue-collar,married,basic.9y,unknown,yes,no,cellular,apr,fri,4.0,1.0,999.0,0.0,1,-1.8,93.075,-47.1,1.405,5099.1,0
2,services,married,high.school,no,no,no,cellular,apr,fri,2.0,1.0,999.0,0.0,1,-1.8,93.075,-47.1,1.405,5099.1,0
2,blue-collar,married,unknown,unknown,yes,no,cellular,apr,fri,4.0,3.0,999.0,0.0,1,-1.8,93.075,-47.1,1.405,5099.1,0
2,admin.,married,unknown,no,no,no,cellular,apr,fri,5.0,1.0,999.0,1.0,2,-1.8,93.075,-47.1,1.405,5099.1,1
2,housemaid,divorced,university.degree,no,yes,yes,cellular,apr,fri,1.0,1.0,999.0,0.0,1,-1.8,93.075,-47.1,1.405,5099.1,0
3,blue-collar,married,basic.9y,no,yes,no,cellular,apr,fri,5.0,2.0,999.0,0.0,1,-1.8,93.075,-47.1,1.405,5099.1,0
2,blue-collar,married,basic.9y,unknown,no,yes,cellular,apr,fri,3.0,1.0,999.0,1.0,2,-1.8,93.075,-47.1,1.405,5099.1,0
2,blue-collar,married,unknown,unknown,yes,no,cellular,apr,fri,3.0,1.0,999.0,0.0,1,-1.8,93.075,-47.1,1.405,5099.1,0
2,services,married,high.school,no,yes,no,cellular,apr,fri,1.0,1.0,999.0,1.0,2,-1.8,93.075,-47.1,1.405,5099.1,0
2,management,married,university.degree,unknown,no,no,cellular,apr,fri,1.0,1.0,999.0,0.0,1,-1.8,93.075,-47.1,1.405,5099.1,0
2,blue-collar,married,basic.6y,no,yes,no,cellular,apr,fri,2.0,1.0,999.0,1.0,2,-1.8,93.075,-47.1,1.405,5099.1,0
2,management,married,university.degree,unknown,yes,no,cellular,apr,fri,3.0,1.0,999.0,1.0,2,-1.8,93.075,-47.1,1.405,5099.1,0
2,blue-collar,married,unknown,no,no,no,cellular,apr,fri,2.0,1.0,999.0,0.0,1,-1.8,93.075,-47.1,1.405,5099.1,0
3,admin.,single,university.degree,no,yes,no,cellular,apr,fri,3.0,1.0,999.0,0.0,1,-1.8,93.075,-47.1,1.405,5099.1,0
2,admin.,married,high.school,unknown,no,yes,cellular,apr,fri,4.0,1.0,999.0,0.0,1,-1.8,93.075,-47.1,1.405,5099.1,0
2,management,married,university.degree,unknown,no,no,cellular,apr,fri,5.0,2.0,999.0,0.0,1,-1.8,93.075,-47.1,1.405,5099.1,0
1,retired,married,basic.4y,no,yes,no,cellular,apr,fri,4.0,1.0,999.0,0.0,1,-1.8,93.075,-47.1,1.405,5099.1,0
2,entrepreneur,married,basic.9y,no,yes,no,cellular,apr,fri,2.0,1.0,999.0,0.0,1,-1.8,93.075,-47.1,1.405,5099.1,0
2,blue-collar,married,unknown,no,no,no,cellular,apr,fri,2.0,1.0,999.0,0.0,1,-1.8,93.075,-47.1,1.405,5099.1,0
3,management,married,university.degree,no,yes,no,cellular,apr,fri,1.0,1.0,999.0,0.0,1,-1.8,93.075,-47.1,1.405,5099.1,0
3,admin.,single,basic.6y,unknown,no,yes,cellular,apr,fri,4.0,1.0,999.0,0.0,1,-1.8,93.075,-47.1,1.405,5099.1,0
2,entrepreneur,married,basic.9y,no,no,no,cellular,apr,fri,3.0,1.0,999.0,0.0,1,-1.8,93.075,-47.1,1.405,5099.1,0
2,blue-collar,married,basic.9y,no,yes,no,cellular,apr,fri,1.0,1.0,999.0,1.0,2,-1.8,93.075,-47.1,1.405,5099.1,0
2,blue-collar,married,basic.9y,unknown,yes,yes,cellular,apr,fri,4.0,1.0,999.0,0.0,1,-1.8,93.075,-47.1,1.405,5099.1,0
2,blue-collar,married,basic.9y,no,no,yes,cellular,apr,fri,4.0,1.0,999.0,0.0,1,-1.8,93.075,-47.1,1.405,5099.1,0
2,admin.,divorced,high.school,no,no,no,cellular,apr,fri,4.0,1.0,999.0,0.0,1,-1.8,93.075,-47.1,1.405,5099.1,0
1,blue-collar,married,basic.9y,no,no,no,cellular,apr,fri,1.0,1.0,999.0,1.0,2,-1.8,93.075,-47.1,1.405,5099.1,0
2,blue-collar,married,basic.4y,unknown,no,no,cellular,apr,fri,3.0,1.0,999.0,1.0,2,-1.8,93.075,-47.1,1.405,5099.1,0
2,admin.,divorced,high.school,no,yes,yes,cellular,apr,fri,1.0,1.0,999.0,0.0,1,-1.8,93.075,-47.1,1.405,5099.1,0
2,technician,married,professional.course,unknown,yes,no,cellular,apr,fri,1.0,1.0,999.0,0.0,1,-1.8,93.075,-47.1,1.405,5099.1,0
2,admin.,single,high.school,no,yes,no,cellular,apr,fri,3.0,1.0,999.0,1.0,2,-1.8,93.075,-47.1,1.405,5099.1,0
2,blue-collar,single,basic.6y,unknown,no,no,cellular,apr,fri,2.0,1.0,999.0,1.0,2,-1.8,93.075,-47.1,1.405,5099.1,0
1,services,single,high.school,no,yes,no,cellular,apr,fri,4.0,1.0,999.0,0.0,1,-1.8,93.075,-47.1,1.405,5099.1,0
2,blue-collar,single,basic.6y,unknown,no,no,cellular,apr,fri,3.0,1.0,999.0,0.0,1,-1.8,93.075,-47.1,1.405,5099.1,0
2,technician,married,professional.course,no,no,no,cellular,apr,fri,2.0,2.0,999.0,1.0,2,-1.8,93.075,-47.1,1.405,5099.1,0
2,blue-collar,divorced,basic.9y,no,yes,yes,cellular,apr,fri,1.0,1.0,999.0,0.0,1,-1.8,93.075,-47.1,1.405,5099.1,0
3,retired,married,basic.4y,no,yes,no,cellular,apr,fri,5.0,3.0,999.0,0.0,1,-1.8,93.075,-47.1,1.405,5099.1,1
2,blue-collar,married,high.school,no,yes,no,cellular,apr,fri,5.0,2.0,999.0,1.0,2,-1.8,93.075,-47.1,1.405,5099.1,0
3,management,married,university.degree,no,no,no,cellular,apr,fri,4.0,1.0,999.0,1.0,2,-1.8,93.075,-47.1,1.405,5099.1,0
2,admin.,single,high.school,no,yes,yes,cellular,apr,fri,3.0,2.0,999.0,0.0,1,-1.8,93.075,-47.1,1.405,5099.1,0
3,admin.,divorced,high.school,no,yes,no,cellular,apr,fri,1.0,1.0,999.0,0.0,1,-1.8,93.075,-47.1,1.405,5099.1,0
2,services,married,high.school,no,yes,no,cellular,apr,fri,1.0,1.0,999.0,0.0,1,-1.8,93.075,-47.1,1.405,5099.1,0
2,admin.,married,university.degree,no,yes,no,cellular,apr,fri,1.0,1.0,999.0,0.0,1,-1.8,93.075,-47.1,1.405,5099.1,0
2,management,married,university.degree,unknown,yes,yes,cellular,apr,fri,3.0,1.0,999.0,0.0,1,-1.8,93.075,-47.1,1.405,5099.1,0
2,admin.,divorced,high.school,no,yes,no,cellular,apr,fri,5.0,2.0,999.0,0.0,1,-1.8,93.075,-47.1,1.405,5099.1,1
1,technician,divorced,professional.course,no,yes,no,cellular,apr,fri,2.0,1.0,999.0,1.0,2,-1.8,93.075,-47.1,1.405,5099.1,0
3,services,married,high.school,no,yes,no,cellular,apr,fri,3.0,2.0,999.0,0.0,1,-1.8,93.075,-47.1,1.405,5099.1,0
3,blue-collar,married,basic.4y,no,yes,no,cellular,apr,fri,3.0,2.0,999.0,0.0,1,-1.8,93.075,-47.1,1.405,5099.1,0
3,admin.,divorced,unknown,no,no,no,cellular,apr,fri,4.0,2.0,999.0,0.0,1,-1.8,93.075,-47.1,1.405,5099.1,0
1,technician,divorced,professional.course,no,no,no,cellular,apr,fri,4.0,1.0,999.0,1.0,2,-1.8,93.075,-47.1,1.405,5099.1,0
2,admin.,married,high.school,unknown,unknown,unknown,cellular,apr,fri,4.0,2.0,999.0,0.0,1,-1.8,93.075,-47.1,1.405,5099.1,0
2,unemployed,married,basic.9y,unknown,yes,no,cellular,apr,fri,1.0,1.0,999.0,1.0,2,-1.8,93.075,-47.1,1.405,5099.1,0
2,management,married,university.degree,no,yes,yes,cellular,apr,fri,4.0,1.0,999.0,2.0,2,-1.8,93.075,-47.1,1.405,5099.1,0
2,unemployed,married,basic.9y,unknown,no,no,cellular,apr,fri,3.0,1.0,999.0,1.0,2,-1.8,93.075,-47.1,1.405,5099.1,0
2,technician,single,high.school,no,no,no,cellular,apr,fri,2.0,1.0,999.0,1.0,2,-1.8,93.075,-47.1,1.405,5099.1,0
1,blue-collar,married,basic.9y,no,no,no,cellular,apr,fri,4.0,2.0,999.0,0.0,1,-1.8,93.075,-47.1,1.405,5099.1,0
2,blue-collar,married,high.school,no,no,no,cellular,apr,fri,5.0,1.0,999.0,1.0,2,-1.8,93.075,-47.1,1.405,5099.1,1
2,technician,single,high.school,no,yes,no,cellular,apr,fri,3.0,1.0,999.0,0.0,1,-1.8,93.075,-47.1,1.405,5099.1,0
3,self-employed,divorced,university.degree,unknown,no,no,telephone,apr,fri,1.0,1.0,999.0,0.0,1,-1.8,93.075,-47.1,1.405,5099.1,0
1,admin.,married,university.degree,no,unknown,unknown,cellular,apr,fri,4.0,1.0,999.0,1.0,2,-1.8,93.075,-47.1,1.405,5099.1,0
2,blue-collar,married,professional.course,unknown,yes,no,cellular,apr,fri,1.0,2.0,999.0,1.0,2,-1.8,93.075,-47.1,1.405,5099.1,0
2,management,married,high.school,no,unknown,unknown,cellular,apr,fri,3.0,1.0,999.0,1.0,2,-1.8,93.075,-47.1,1.405,5099.1,0
2,management,married,high.school,no,no,yes,cellular,apr,fri,3.0,1.0,999.0,1.0,2,-1.8,93.075,-47.1,1.405,5099.1,0
1,technician,single,high.school,no,yes,no,cellular,apr,fri,3.0,1.0,999.0,1.0,2,-1.8,93.075,-47.1,1.405,5099.1,0
2,blue-collar,married,basic.9y,unknown,yes,no,cellular,apr,fri,4.0,1.0,999.0,1.0,2,-1.8,93.075,-47.1,1.405,5099.1,1
1,student,single,unknown,no,yes,no,telephone,apr,fri,5.0,5.0,999.0,0.0,1,-1.8,93.075,-47.1,1.405,5099.1,0
1,services,married,basic.6y,no,no,yes,cellular,apr,fri,5.0,1.0,999.0,0.0,1,-1.8,93.075,-47.1,1.405,5099.1,0
2,admin.,married,professional.course,no,no,no,cellular,apr,fri,4.0,1.0,999.0,1.0,2,-1.8,93.075,-47.1,1.405,5099.1,0
2,blue-collar,divorced,basic.6y,unknown,yes,no,cellular,apr,fri,3.0,1.0,999.0,0.0,1,-1.8,93.075,-47.1,1.405,5099.1,0
2,technician,married,university.degree,no,no,no,cellular,apr,fri,2.0,1.0,999.0,1.0,2,-1.8,93.075,-47.1,1.405,5099.1,0
3,admin.,married,high.school,no,no,no,cellular,apr,fri,4.0,3.0,999.0,0.0,1,-1.8,93.075,-47.1,1.405,5099.1,0
2,management,married,professional.course,no,yes,no,cellular,apr,fri,4.0,1.0,999.0,0.0,1,-1.8,93.075,-47.1,1.405,5099.1,0
2,blue-collar,married,high.school,unknown,unknown,unknown,cellular,apr,fri,3.0,1.0,999.0,1.0,2,-1.8,93.075,-47.1,1.405,5099.1,0
1,admin.,married,high.school,no,yes,yes,cellular,apr,fri,3.0,1.0,999.0,1.0,2,-1.8,93.075,-47.1,1.405,5099.1,0
1,admin.,single,university.degree,no,no,no,telephone,apr,fri,1.0,6.0,999.0,0.0,1,-1.8,93.075,-47.1,1.405,5099.1,0
2,admin.,single,university.degree,no,no,no,telephone,apr,fri,1.0,4.0,999.0,0.0,1,-1.8,93.075,-47.1,1.405,5099.1,0
2,admin.,single,high.school,no,no,no,cellular,apr,fri,2.0,1.0,999.0,0.0,1,-1.8,93.075,-47.1,1.405,5099.1,0
2,admin.,single,high.school,no,no,no,cellular,apr,fri,1.0,3.0,999.0,0.0,1,-1.8,93.075,-47.1,1.405,5099.1,0
2,services,single,high.school,no,no,no,cellular,apr,fri,5.0,1.0,999.0,2.0,2,-1.8,93.075,-47.1,1.405,5099.1,0
2,management,married,university.degree,no,yes,no,cellular,apr,fri,3.0,1.0,999.0,0.0,1,-1.8,93.075,-47.1,1.405,5099.1,0
2,technician,married,professional.course,no,yes,no,cellular,apr,fri,1.0,6.0,999.0,0.0,1,-1.8,93.075,-47.1,1.405,5099.1,0
1,admin.,single,university.degree,no,yes,no,cellular,apr,fri,2.0,2.0,999.0,0.0,1,-1.8,93.075,-47.1,1.405,5099.1,1
2,technician,divorced,university.degree,no,no,no,cellular,apr,fri,1.0,1.0,999.0,0.0,1,-1.8,93.075,-47.1,1.405,5099.1,0
2,blue-collar,married,unknown,no,no,no,cellular,apr,fri,3.0,1.0,999.0,0.0,1,-1.8,93.075,-47.1,1.405,5099.1,0
3,management,married,university.degree,no,yes,no,telephone,apr,fri,3.0,1.0,999.0,0.0,1,-1.8,93.075,-47.1,1.405,5099.1,0
1,student,single,unknown,no,no,no,cellular,apr,fri,2.0,5.0,999.0,0.0,1,-1.8,93.075,-47.1,1.405,5099.1,0
2,services,married,high.school,no,yes,no,telephone,apr,fri,2.0,1.0,999.0,0.0,1,-1.8,93.075,-47.1,1.405,5099.1,0
2,blue-collar,married,basic.9y,no,no,no,cellular,apr,fri,1.0,1.0,999.0,0.0,1,-1.8,93.075,-47.1,1.405,5099.1,0
2,technician,married,professional.course,unknown,no,no,cellular,apr,fri,1.0,1.0,999.0,0.0,1,-1.8,93.075,-47.1,1.405,5099.1,0
2,admin.,divorced,university.degree,no,yes,no,cellular,apr,fri,5.0,3.0,999.0,0.0,1,-1.8,93.075,-47.1,1.405,5099.1,1
3,blue-collar,married,basic.6y,unknown,no,no,cellular,apr,fri,4.0,1.0,999.0,1.0,2,-1.8,93.075,-47.1,1.405,5099.1,0
2,admin.,married,high.school,no,no,no,cellular,apr,fri,3.0,1.0,999.0,0.0,1,-1.8,93.075,-47.1,1.405,5099.1,0
2,blue-collar,married,basic.4y,no,yes,no,cellular,apr,fri,1.0,1.0,999.0,0.0,1,-1.8,93.075,-47.1,1.405,5099.1,0
2,admin.,single,high.school,no,yes,no,telephone,apr,fri,5.0,2.0,999.0,0.0,1,-1.8,93.075,-47.1,1.405,5099.1,0
2,admin.,married,university.degree,no,yes,no,cellular,apr,fri,2.0,1.0,999.0,1.0,2,-1.8,93.075,-47.1,1.405,5099.1,0
2,admin.,divorced,high.school,no,yes,no,cellular,apr,fri,2.0,1.0,999.0,0.0,1,-1.8,93.075,-47.1,1.405,5099.1,0
3,management,married,basic.9y,no,yes,no,cellular,apr,fri,4.0,1.0,999.0,0.0,1,-1.8,93.075,-47.1,1.405,5099.1,0
3,admin.,married,basic.4y,no,no,no,cellular,apr,fri,2.0,1.0,999.0,0.0,1,-1.8,93.075,-47.1,1.405,5099.1,0
3,admin.,married,basic.4y,no,no,yes,cellular,apr,fri,2.0,1.0,999.0,0.0,1,-1.8,93.075,-47.1,1.405,5099.1,0
2,admin.,single,university.degree,no,yes,no,cellular,apr,fri,1.0,2.0,999.0,0.0,1,-1.8,93.075,-47.1,1.405,5099.1,0
2,admin.,single,university.degree,no,yes,no,cellular,apr,fri,5.0,2.0,999.0,0.0,1,-1.8,93.075,-47.1,1.405,5099.1,1
2,admin.,single,university.degree,no,yes,no,cellular,apr,fri,4.0,2.0,999.0,0.0,1,-1.8,93.075,-47.1,1.405,5099.1,0
2,blue-collar,married,unknown,no,yes,no,cellular,apr,fri,4.0,3.0,999.0,0.0,1,-1.8,93.075,-47.1,1.405,5099.1,0
2,services,married,high.school,no,no,no,cellular,apr,fri,4.0,1.0,999.0,0.0,1,-1.8,93.075,-47.1,1.405,5099.1,0
2,management,married,university.degree,no,no,yes,cellular,apr,fri,1.0,2.0,999.0,0.0,1,-1.8,93.075,-47.1,1.405,5099.1,0
2,blue-collar,married,basic.9y,unknown,no,no,cellular,apr,fri,4.0,2.0,999.0,0.0,1,-1.8,93.075,-47.1,1.405,5099.1,0
2,entrepreneur,married,basic.9y,no,no,no,cellular,apr,fri,1.0,1.0,999.0,0.0,1,-1.8,93.075,-47.1,1.405,5099.1,0
2,admin.,single,university.degree,unknown,no,yes,cellular,apr,fri,4.0,1.0,999.0,0.0,1,-1.8,93.075,-47.1,1.405,5099.1,1
2,blue-collar,married,basic.9y,no,yes,yes,cellular,apr,fri,1.0,1.0,999.0,0.0,1,-1.8,93.075,-47.1,1.405,5099.1,0
3,services,married,high.school,unknown,yes,no,cellular,apr,fri,1.0,7.0,999.0,1.0,2,-1.8,93.075,-47.1,1.405,5099.1,0
2,technician,married,professional.course,unknown,no,no,cellular,apr,fri,5.0,1.0,999.0,2.0,2,-1.8,93.075,-47.1,1.405,5099.1,1
2,blue-collar,married,basic.4y,no,no,no,cellular,apr,fri,1.0,3.0,999.0,0.0,1,-1.8,93.075,-47.1,1.405,5099.1,0
2,services,married,high.school,no,no,yes,cellular,apr,fri,2.0,1.0,999.0,1.0,2,-1.8,93.075,-47.1,1.405,5099.1,0
1,blue-collar,married,basic.9y,no,no,no,cellular,apr,fri,3.0,1.0,999.0,1.0,2,-1.8,93.075,-47.1,1.405,5099.1,0
2,services,married,high.school,unknown,yes,no,cellular,apr,fri,1.0,1.0,999.0,0.0,1,-1.8,93.075,-47.1,1.405,5099.1,0
3,blue-collar,married,basic.9y,no,no,yes,telephone,apr,fri,1.0,1.0,999.0,1.0,2,-1.8,93.075,-47.1,1.405,5099.1,0
2,blue-collar,married,basic.9y,no,yes,no,cellular,apr,fri,3.0,1.0,999.0,0.0,1,-1.8,93.075,-47.1,1.405,5099.1,0
1,blue-collar,married,basic.9y,no,no,no,cellular,apr,fri,4.0,3.0,999.0,0.0,1,-1.8,93.075,-47.1,1.405,5099.1,0
1,blue-collar,married,basic.9y,unknown,yes,no,telephone,apr,fri,3.0,1.0,999.0,0.0,1,-1.8,93.075,-47.1,1.405,5099.1,0
1,admin.,single,university.degree,no,no,yes,cellular,apr,fri,1.0,1.0,999.0,0.0,1,-1.8,93.075,-47.1,1.405,5099.1,0
1,technician,single,university.degree,no,yes,no,cellular,apr,fri,1.0,1.0,999.0,1.0,2,-1.8,93.075,-47.1,1.405,5099.1,0
2,blue-collar,married,basic.4y,unknown,yes,no,cellular,apr,fri,2.0,1.0,999.0,1.0,2,-1.8,93.075,-47.1,1.405,5099.1,0
2,admin.,married,high.school,no,yes,yes,cellular,apr,fri,2.0,1.0,999.0,1.0,2,-1.8,93.075,-47.1,1.405,5099.1,0
2,technician,married,professional.course,no,yes,no,cellular,apr,fri,4.0,1.0,999.0,0.0,1,-1.8,93.075,-47.1,1.405,5099.1,0
2,technician,married,professional.course,no,yes,no,cellular,apr,fri,2.0,1.0,999.0,0.0,1,-1.8,93.075,-47.1,1.405,5099.1,0
3,blue-collar,married,basic.4y,no,no,no,cellular,apr,fri,2.0,1.0,999.0,0.0,1,-1.8,93.075,-47.1,1.405,5099.1,0
1,self-employed,married,university.degree,no,no,yes,cellular,apr,fri,2.0,1.0,999.0,1.0,2,-1.8,93.075,-47.1,1.405,5099.1,0
2,blue-collar,married,basic.9y,no,no,yes,cellular,apr,fri,2.0,3.0,999.0,0.0,1,-1.8,93.075,-47.1,1.405,5099.1,0
2,blue-collar,married,professional.course,unknown,no,no,cellular,apr,fri,3.0,1.0,999.0,0.0,1,-1.8,93.075,-47.1,1.405,5099.1,0
2,technician,married,professional.course,no,no,yes,cellular,apr,fri,4.0,1.0,999.0,1.0,2,-1.8,93.075,-47.1,1.405,5099.1,1
1,technician,single,professional.course,no,yes,no,cellular,apr,fri,4.0,2.0,999.0,1.0,2,-1.8,93.075,-47.1,1.405,5099.1,0
2,services,divorced,basic.6y,no,no,no,cellular,apr,fri,3.0,2.0,999.0,1.0,2,-1.8,93.075,-47.1,1.405,5099.1,0
2,technician,married,professional.course,no,no,no,cellular,apr,fri,3.0,2.0,999.0,0.0,1,-1.8,93.075,-47.1,1.405,5099.1,0
2,blue-collar,married,professional.course,unknown,yes,no,cellular,apr,fri,3.0,1.0,999.0,0.0,1,-1.8,93.075,-47.1,1.405,5099.1,0
2,blue-collar,married,professional.course,unknown,no,no,cellular,apr,fri,4.0,1.0,999.0,0.0,1,-1.8,93.075,-47.1,1.405,5099.1,0
2,admin.,married,university.degree,no,yes,yes,cellular,apr,fri,3.0,1.0,999.0,0.0,1,-1.8,93.075,-47.1,1.405,5099.1,0
3,admin.,married,university.degree,no,no,no,cellular,apr,fri,4.0,3.0,999.0,0.0,1,-1.8,93.075,-47.1,1.405,5099.1,0
3,management,married,university.degree,no,yes,yes,cellular,apr,fri,3.0,1.0,999.0,0.0,1,-1.8,93.075,-47.1,1.405,5099.1,0
2,admin.,single,high.school,no,yes,no,cellular,apr,fri,3.0,1.0,999.0,2.0,2,-1.8,93.075,-47.1,1.405,5099.1,0
2,blue-collar,married,basic.9y,no,no,no,cellular,apr,fri,4.0,3.0,999.0,1.0,2,-1.8,93.075,-47.1,1.405,5099.1,1
2,management,married,university.degree,unknown,yes,no,telephone,apr,fri,2.0,4.0,999.0,0.0,1,-1.8,93.075,-47.1,1.405,5099.1,0
